ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
a212ab7f-4f45-4f16-bca4-5f73eab944ad,1996,High School,Single,105397,4,5,2022-10-08,103,909,1833,4083,933,36,3586,73,70,66,89,30,1,1,1,0,0,1,1,BZ
d97d9645-4f16-4101-85dd-d2d45e9548fc,2023,Masters,Divorced,49214,5,3,2021-12-24,65,726,1230,1457,2194,2511,150,88,10,12,46,56,0,1,0,1,0,0,0,CV
ee1f1ddd-05b6-464a-9179-a6138247995a,2023,High School,Divorced,76132,2,1,2022-10-16,207,2707,388,3799,823,3668,2327,66,62,79,23,10,0,1,0,1,0,1,1,PK
abf232a3-7618-425a-871d-e2e2f6e4b7d8,2013,Bachelors,Married,144583,2,1,2022-05-02,112,4266,4102,387,1739,1363,2749,94,3,44,10,84,0,1,1,0,0,0,1,AU
f1a06339-a3fb-49a2-a3c0-6cffd390febe,1997,Bachelors,Divorced,114302,4,2,2023-01-31,145,3544,585,525,1954,3089,1717,5,64,66,24,98,1,0,0,1,0,1,0,SZ
60782f1f-7393-4106-83cf-fddc968316b9,1987,PhD,Divorced,173087,0,5,2023-07-25,165,1578,659,4517,996,2448,2093,68,18,36,30,35,0,1,1,0,0,1,0,IN
0426a38b-6bd1-4cc4-8c50-ed05480d517a,1984,High School,Divorced,124131,2,5,2022-03-19,48,3128,3439,588,4994,3695,3832,100,28,20,100,67,0,1,0,1,1,1,1,MZ
5af291d1-7c70-4e5b-aba7-8ed74f07418c,2009,High School,Married,162595,0,5,2023-09-19,165,3803,1895,216,744,3974,4182,28,59,35,44,43,1,1,1,1,1,0,1,BR
eb0b0bd3-d620-4aad-8c72-038459fa62a8,2019,Masters,Married,49581,4,0,2023-07-17,284,1287,4989,1523,27,1566,1135,72,52,32,73,21,0,1,0,1,1,0,1,JP
070c2fad-0824-4420-ad41-0f187c264a61,2017,High School,Married,165639,3,5,2022-09-07,330,539,4388,4123,2837,1087,250,85,70,33,71,48,1,1,0,0,1,1,0,UA
ca0951e8-0d76-4a31-a51c-0acc3a9f1ee6,1994,High School,Married,31284,5,2,2023-06-03,316,318,2713,1634,1176,141,839,81,57,15,48,18,0,1,1,1,0,0,0,NI
c236e2dc-3def-41aa-8f4c-af7f3ead1d0e,1972,High School,Single,155576,5,0,2021-12-23,236,2051,180,3721,903,2219,1765,75,7,26,49,51,1,0,1,1,0,1,0,BT
f14e6d1d-4e70-4397-b8b5-9a703a0bdb8e,2010,PhD,Single,182765,1,1,2022-11-19,80,2351,316,3354,4983,2421,4423,1,29,52,91,76,0,1,1,1,1,1,0,DK
31ce1879-670c-45e4-acab-13fe04d75d24,2020,High School,Divorced,195350,4,0,2023-09-25,90,1259,3682,758,1332,941,3058,67,93,2,90,88,1,0,1,0,0,1,1,BY
eb4823cd-416a-435e-bf6a-63cbd47e3da8,2008,Bachelors,Divorced,54138,1,0,2023-08-27,30,252,3651,1727,892,2815,4360,29,24,87,7,58,0,0,0,1,0,1,0,AU
daf70ebf-d34c-49ec-aea3-db48f49f1222,2005,Bachelors,Single,197910,4,2,2023-07-26,210,632,4178,3906,3853,4554,213,68,22,68,32,65,0,0,0,1,0,0,1,TJ
b7a56189-c8d1-4e19-8bc2-5854debeb615,1992,Masters,Divorced,66507,5,5,2022-05-29,120,1695,3978,3366,4492,2760,4303,79,19,91,48,17,0,0,0,1,0,1,1,BB
969ac15f-c1b4-4ee4-930e-dfa9f7498142,2009,Masters,Single,196285,4,0,2023-03-11,255,2187,2360,4225,2229,689,437,17,49,53,19,69,0,1,0,0,1,1,0,GM
8872deb3-a447-44d2-9a27-43523ceaf0cd,1994,High School,Divorced,61146,2,0,2023-10-15,165,4826,1387,4628,1519,3167,335,88,77,54,47,26,1,1,1,0,1,0,1,GR
4bc5eb68-5de3-432f-82b1-0566afcabd18,2018,High School,Divorced,178486,4,2,2023-10-21,19,2678,3264,4890,437,74,875,74,53,100,70,26,1,1,1,1,1,0,1,CY
f9a76244-182b-4ebf-a53a-26409388e1c1,1999,Bachelors,Single,177620,2,2,2023-08-18,144,2732,3131,2538,830,561,3814,12,57,34,27,91,0,0,1,1,1,0,1,CI
a634faf4-e245-4eb6-9535-b25f9fe363a1,1974,PhD,Married,122135,3,0,2023-04-29,118,4941,2420,2357,885,803,1027,26,28,34,7,47,0,1,1,0,0,0,0,KG
005d1061-82ec-4176-8e2b-4ff81925c6a6,1976,PhD,Divorced,73662,4,4,2022-12-11,292,1818,1329,2470,4642,1888,4404,81,14,80,59,41,0,1,0,1,0,1,0,SZ
4cbd08d9-d056-4084-87b0-6e4ea95e1d98,1982,High School,Married,193203,5,3,2023-07-22,56,840,363,622,2255,670,4931,8,69,80,9,22,1,1,0,0,1,0,1,RO
2d85930e-0a25-4d55-b3b3-6d8c2b4e4610,2011,Bachelors,Single,130995,4,3,2023-06-04,157,2027,2806,4134,1176,2159,493,64,30,61,74,5,1,0,1,0,1,0,0,CR
f4dc304d-fa0c-4118-9507-a5d358828061,1976,PhD,Single,150648,1,3,2023-10-08,123,3737,2920,1681,3126,1701,538,42,22,92,90,45,0,1,0,0,1,1,1,BE
2a6be6f8-b9bc-4ada-a948-dd0e55d561da,1978,High School,Married,143593,2,3,2022-08-04,88,1663,2657,3988,4231,2367,4330,39,31,8,85,65,1,0,0,1,0,0,0,SZ
c7ffca02-aca7-465d-83fb-959febfc5db5,2000,Masters,Married,10045,2,1,2023-10-06,165,64,3871,3535,3249,4155,2131,72,96,18,32,38,1,1,0,0,1,1,1,CF
f6eed149-3250-4f1f-b986-24a2232395e9,1975,PhD,Married,66941,0,0,2022-11-03,104,1865,951,2155,2017,4247,252,89,7,40,12,4,0,1,0,0,0,1,0,MY
4b2e1c17-4e0e-420c-bb9c-4ff1b63a8fef,2023,High School,Divorced,159807,1,2,2022-02-24,269,1027,1316,4543,4234,1687,2127,95,9,55,91,65,1,1,0,0,0,0,1,TT
00bcd3c0-5f09-4f7a-98ad-865c9724d810,1976,High School,Single,158663,4,4,2022-09-08,120,1189,4567,1239,962,2609,3225,1,28,99,63,57,1,0,1,0,0,0,1,NG
1d143ebe-fe10-40d8-87cc-6bd95bb50578,2019,Masters,Divorced,101814,0,1,2021-11-13,319,2486,4944,880,4480,1916,2443,100,26,72,6,88,0,0,0,1,0,1,0,PL
bf343aac-0d15-4ad2-bb54-3f0a9c3067ba,2013,Masters,Married,165088,0,2,2022-08-22,137,1582,3495,1973,616,2065,1421,40,1,37,37,36,1,1,1,0,1,1,1,FJ
cdd45111-9760-41a5-a123-6bcc1b253916,2022,Bachelors,Divorced,32112,0,3,2022-05-06,342,4869,1971,362,3275,1767,484,72,60,58,37,23,1,1,0,1,1,1,0,PE
22d17c6e-87b6-4e12-b70c-1382fdbcf050,2002,High School,Married,138021,4,3,2023-03-13,38,220,4678,1264,4106,4446,2929,7,98,58,58,77,1,1,0,0,0,0,1,US
5fac5a7a-1e45-4baa-8dad-a98ed71dc0e5,1974,Masters,Married,136527,5,0,2023-09-05,105,3659,4911,815,1995,4945,4672,59,27,94,17,55,0,1,0,1,0,1,0,IT
066603e5-263f-4425-bf8f-d6a40a1994c3,2013,Bachelors,Divorced,28667,0,1,2022-07-07,28,277,148,3921,1070,1148,3714,39,69,78,18,92,0,1,0,1,0,0,1,IN
0b8ad8f6-ccce-4541-b7a4-430ee333e2e0,2018,PhD,Single,153591,5,4,2022-11-17,64,4641,2930,1083,3588,1148,739,45,73,19,41,23,0,0,1,1,0,1,0,DJ
20e47d5e-1fd2-44e2-b2e6-5a8aa89afd29,1994,Masters,Married,92285,0,2,2022-04-10,154,2524,35,4560,4052,2209,3149,48,2,6,67,6,0,0,1,1,1,1,0,ET
ac75ef46-4f88-4795-8b22-cd3ed5dfc608,2004,PhD,Single,170414,1,1,2023-09-14,116,2347,2327,748,4674,254,4838,90,12,59,53,66,1,1,0,1,1,0,1,PY
03f8c4dd-b15c-407c-9095-3eea509d3a8b,1995,PhD,Divorced,15307,4,1,2023-07-18,88,4403,492,2126,4757,1869,1443,84,22,10,91,70,0,1,1,1,1,0,1,BT
8c7ee6c3-f882-46fa-bfaa-452181db728f,1997,PhD,Divorced,61374,0,4,2023-04-25,314,258,4715,2324,1540,3488,88,22,50,0,79,62,0,1,0,0,0,1,0,GM
93e254ee-dbdb-4db7-b533-3cc1b469fd44,2013,Bachelors,Single,134300,1,4,2023-05-17,193,3171,3747,4231,4379,4229,1420,15,73,67,78,64,0,1,0,0,0,1,1,ES
05ed5673-a837-4179-9503-fd56fdca6a24,2002,High School,Married,147215,5,2,2022-02-01,2,588,141,816,1134,2682,3816,86,96,42,86,51,1,0,0,1,1,0,0,QA
61125067-8208-4137-9705-3d027e9529c9,2015,PhD,Married,50356,2,1,2023-05-20,21,2940,965,4184,109,496,630,44,28,19,26,31,0,1,0,1,0,0,0,AZ
9eae5ff3-47b1-47af-aabf-82b555220ff9,2016,PhD,Single,114139,1,3,2023-01-16,41,3270,2138,451,4830,1361,620,5,87,57,14,3,0,1,0,0,1,0,0,AL
eb6d7d90-9bed-412b-a550-abe358a8f484,1995,Bachelors,Single,87325,4,0,2022-05-23,213,3203,3440,2502,2510,4493,3109,24,34,18,31,52,0,0,1,1,1,1,0,GE
1533a356-9dd8-47a2-b7ee-1cc673954a4e,1984,Masters,Single,35403,1,3,2023-03-14,290,3405,4198,795,4562,1193,3688,12,3,13,82,60,0,0,0,0,1,1,1,DJ
591a6e2d-7851-40dc-a9c1-2f14960e560d,1981,High School,Single,199763,0,2,2023-05-10,186,46,2163,186,2648,4403,153,75,40,77,100,34,1,1,0,1,0,1,1,BI
c387dc2e-5368-4c96-a14d-dcbdba35e8a8,1999,Bachelors,Single,137650,2,2,2023-05-06,216,845,4082,1791,1076,3421,1248,30,1,100,88,93,1,1,1,0,0,1,0,NP
6b322618-ac15-4991-814a-e73d5194a8d2,2010,Bachelors,Married,168909,3,2,2022-07-26,88,2589,2346,2255,2071,3515,4403,90,70,99,14,36,1,0,0,0,1,0,1,BO
7fa16549-4b8f-4ecb-95f3-a54a3028df4b,2005,PhD,Single,111244,4,0,2022-08-16,71,4279,2161,1494,227,1416,3617,39,89,14,85,53,1,0,1,1,0,0,0,ES
df3ca0b7-4f11-42ee-83f5-0226ca825a43,1971,Bachelors,Divorced,112120,4,3,2023-04-25,138,4629,3507,4564,3523,1241,836,16,92,87,77,57,1,1,0,1,1,0,0,CI
ecfcb664-e362-46a4-8810-31e5cf6e2459,2011,High School,Divorced,23916,3,4,2022-10-25,303,2147,1587,3087,4892,110,436,87,82,17,15,12,0,1,0,1,0,0,0,PE
851cd674-f128-44e0-b930-d82624cfd5ff,1983,High School,Married,35055,0,4,2022-06-17,100,2394,1339,858,326,515,2836,10,24,24,71,71,0,1,1,0,0,0,1,LB
91de62e4-0c76-4f0f-b1e0-3e54842fd3a8,2011,High School,Married,156897,0,1,2022-03-09,6,926,4047,1875,635,3062,1421,78,17,23,74,39,1,0,0,0,1,1,1,NI
5f3ca9c2-f1a1-4573-b31e-689c008a997d,1983,PhD,Married,179947,4,3,2022-05-14,57,581,2697,3,563,731,1004,34,76,24,61,18,0,0,1,1,0,0,0,VC
054188b0-d2a8-4d12-a7dd-f02382ad8556,2001,PhD,Divorced,17448,0,1,2021-12-20,225,4226,207,3787,490,4558,3191,43,8,0,27,30,1,0,0,1,0,1,0,TZ
2495f545-1a8e-40de-a594-a35c3764daf5,2013,Bachelors,Single,181148,2,0,2023-09-21,217,2433,2183,3862,1693,4894,2504,9,20,20,25,25,0,1,0,1,1,1,0,SN
e1755a0d-da86-431c-abbd-7fc379bcdd5a,1984,Bachelors,Single,186787,4,3,2021-12-21,15,1897,2758,1787,4948,2187,3760,47,77,56,46,71,0,1,0,0,0,0,1,FM
1099d841-44da-4646-b2c9-bffa5aad7407,2001,PhD,Married,62432,4,4,2023-02-19,165,4442,3138,3189,2783,11,4684,20,4,8,70,74,1,1,0,0,1,1,1,BH
903b1983-637e-4c3d-b6f1-31fb69d548cf,2005,Masters,Single,15601,0,1,2023-02-21,137,3102,1696,3468,4829,4305,1644,96,83,14,49,24,0,1,0,0,1,1,1,MN
115f3b7d-ea6e-4c51-823e-ad4755e6c8a3,1983,PhD,Divorced,175132,3,0,2022-07-10,185,1472,2507,940,4548,3058,3677,27,81,99,72,20,1,0,1,0,0,0,0,IT
359c127f-7068-4b71-a4f2-e4cb3d3f353b,1980,PhD,Single,49796,4,2,2023-09-14,152,141,921,2330,790,1737,3770,80,85,75,20,52,1,0,1,0,1,1,1,IS
b3a15873-fcfc-4efb-bba6-0afbffcd8b1e,2019,High School,Divorced,160421,3,5,2022-08-18,323,895,2053,992,1777,4149,643,15,95,72,51,1,0,0,0,1,0,1,1,LB
b46977f1-ef71-435c-83c8-d9b7c8492916,1974,Masters,Married,181653,5,3,2021-11-18,323,687,2419,4828,4024,1889,1319,97,85,13,19,2,0,1,1,0,0,1,1,JP
74a0511b-f002-4398-9c34-496df444036e,2008,Bachelors,Married,88500,3,1,2022-02-27,258,3303,2279,2677,1825,4464,1,34,100,26,86,63,0,0,0,1,0,1,1,TJ
6b32c0a4-afae-4a65-b267-29424269b41f,2002,Masters,Divorced,196328,5,1,2022-09-18,271,2095,3121,4404,4933,1615,4162,99,55,15,81,93,1,1,1,0,1,0,0,DK
2920362f-dde7-42f3-80ae-3ab6882e8a2e,1986,Masters,Divorced,107357,5,5,2023-04-20,18,4019,4056,1140,692,2541,951,16,71,39,85,96,1,1,0,1,0,1,1,AZ
c6d3b0f0-f26a-4685-a7c6-a2c7196f2868,2020,Bachelors,Single,47643,5,1,2021-12-03,217,3895,4055,3135,2176,1600,516,18,34,73,84,15,0,1,1,1,0,1,1,IE
674727ee-2e10-4ede-8443-d41f15b24c33,1985,PhD,Single,172440,3,2,2022-12-08,344,2547,3880,2742,3252,1213,2015,72,36,46,47,98,1,0,1,1,0,0,1,BG
6f8cadec-e572-4dd1-bc11-b1f78120cb1a,2019,Bachelors,Married,54188,4,3,2023-08-31,158,3667,2840,4173,967,4437,4725,19,73,96,88,67,1,1,0,1,1,1,0,HU
487bcc4a-8cdd-4ab9-94a9-a2c12d92537a,1971,Masters,Divorced,176937,0,3,2022-05-18,190,1645,144,4270,3190,1726,1040,58,64,99,76,86,1,1,0,1,0,0,1,HU
711d81e8-f859-4a63-bc58-634bb7d15d81,1972,High School,Divorced,193940,1,0,2023-07-10,304,3690,3314,1126,537,4335,2693,4,45,95,55,78,1,1,0,0,0,0,0,SZ
8e8cf60d-1fe5-4ce2-beb8-d7cc5360c657,2015,Masters,Married,31222,1,2,2022-08-04,296,490,4270,594,3064,2227,4662,65,83,65,85,33,0,1,0,0,0,0,0,QA
9ebdf3b5-45de-48de-984a-b6b6a4e2477f,2021,Masters,Married,101954,4,2,2022-10-12,59,2484,1816,630,2675,4186,1642,64,54,62,8,83,0,0,1,1,0,1,1,AZ
2df2ba0c-fdcf-4e2f-b263-11ea6be6ad37,1977,PhD,Single,52265,5,3,2022-02-24,228,4679,371,146,2752,2348,2874,25,85,7,40,23,0,1,1,1,0,1,0,LI
1b5c2244-d432-433e-bf8c-c9d7db71b3ca,2020,Bachelors,Divorced,156482,4,0,2022-05-05,236,1293,2743,3940,3631,3850,1986,55,61,3,3,37,0,1,1,1,1,0,1,PS
a45c4c20-e3f4-4da1-9db0-bc3b843333dd,2006,Masters,Divorced,177441,4,3,2023-09-23,268,2275,795,4163,2036,419,2003,100,50,54,46,96,1,0,1,1,0,1,0,CN
0fcafb60-07f8-44a6-9467-94b41a018550,2010,PhD,Married,52815,1,2,2023-10-11,210,3930,404,3131,3560,3392,1276,5,27,33,31,80,1,0,1,1,0,0,1,US
e5184bdb-c5ca-42a4-a967-b223c3a7bfb9,1975,Masters,Married,70501,0,2,2023-04-24,172,1939,1810,367,397,4864,2563,60,29,50,45,34,1,1,1,1,1,0,1,IT
c735831e-1f12-4f6b-a3e8-f4e9b54e5c8a,1976,High School,Single,38326,0,0,2021-12-06,152,4859,3561,1034,2135,2106,2955,24,11,5,22,56,0,1,1,1,0,1,0,LC
502cd7b3-0a9e-4ce1-875c-ed7972b4a3d0,1973,High School,Married,123444,5,3,2023-08-12,248,1961,4064,1175,1127,3763,4725,3,1,86,92,9,1,1,1,1,0,1,0,SA
3558840b-fb17-4e34-a2a2-1af0426c8dd9,1998,Bachelors,Single,109541,3,3,2023-03-13,353,2072,910,1620,570,2157,57,77,40,29,68,8,0,0,0,1,0,1,0,TJ
1f50d6da-b964-4e9a-a1f5-d2211c8170a9,1971,Bachelors,Married,139319,3,2,2023-10-28,303,2635,1658,281,1666,3978,780,29,2,81,87,20,1,1,0,0,0,0,1,AT
93ae6f03-1979-4a67-9725-59f47213f90f,2010,PhD,Single,67384,2,5,2023-01-20,230,2507,232,3456,2776,3986,3262,18,9,37,98,95,0,0,1,1,1,0,0,MN
aff12e4a-688e-4426-aace-467bc960192d,1988,PhD,Single,165597,2,4,2021-12-31,6,2377,2677,4685,1592,4326,4539,91,62,3,61,24,1,1,1,1,1,1,1,PA
2d8cd785-7419-4ae4-b189-c75793c009a5,2022,PhD,Divorced,191239,3,1,2022-07-17,51,1921,3498,889,297,2617,230,83,18,16,47,69,0,0,1,0,1,1,1,BG
4b21ab90-e568-4d26-8eac-235cc9d15dcb,2002,PhD,Single,190996,2,0,2021-11-18,81,3160,4106,3157,1831,4037,1147,0,37,59,35,72,1,1,0,0,1,0,0,KZ
ab18f578-9c58-4234-9725-1a168eae7966,1981,High School,Married,45113,4,4,2023-03-11,203,2172,1326,614,1123,3334,2111,69,60,8,76,88,1,0,0,0,1,0,1,MW
e64fe94a-caee-4cbb-8c04-7c6ab48578ae,1985,Bachelors,Divorced,121581,1,0,2022-04-09,345,3799,3928,1870,2247,4455,4526,84,25,73,86,31,0,1,1,0,0,0,0,SV
854b9767-2059-4159-b369-2acae5b56aee,1970,Bachelors,Married,98872,4,4,2023-11-06,53,3397,3768,3538,1703,2690,1937,5,50,21,49,86,1,0,0,0,1,1,1,SR
89131268-6d13-416c-8d74-cb58b9dff24c,1997,High School,Divorced,13467,2,5,2021-11-28,121,1072,3951,2609,4198,2559,4595,5,62,13,28,82,0,0,1,1,0,1,1,CA
5b66f779-bdc6-472b-8d6c-f3e03e551c9b,2012,PhD,Single,123559,5,3,2022-11-22,16,1660,3124,1863,2158,1917,1833,50,32,0,92,44,1,0,0,0,0,1,0,DJ
f40103eb-e393-45b2-ae59-1db2131a7fb7,1971,High School,Divorced,109178,4,5,2022-05-18,12,602,3023,2915,948,3451,1915,38,54,93,26,11,0,1,1,0,0,1,1,BY
462b701d-b383-4541-a689-287af858592b,1971,PhD,Married,82076,3,0,2023-05-01,212,3305,4628,930,1323,1611,4717,8,28,45,3,3,1,1,0,0,0,1,0,LI
75c1ffb7-d98f-4832-99e4-2356b2ac6671,1979,PhD,Divorced,128399,4,0,2022-05-26,359,2062,1767,4349,438,132,3197,96,88,68,0,35,1,1,1,1,0,1,1,BF
2c675ed1-1534-47a1-ac8f-75d063d5ed62,2022,High School,Single,54500,1,3,2022-02-26,205,2984,2569,2970,4656,1198,444,57,79,43,47,68,1,0,1,0,0,0,1,YE
1ee25604-e789-4786-822f-ba8f792d169d,1984,PhD,Married,73811,3,1,2023-06-24,30,4629,418,3652,1148,3195,1464,94,49,50,77,62,1,1,1,1,1,1,1,MA
64462087-991d-43b7-9422-ea6964d7aafe,1978,Masters,Divorced,114567,5,5,2022-11-05,122,373,779,983,3359,3905,2278,23,37,11,7,70,0,1,0,1,1,1,1,MX
499a2e21-2056-410e-880c-6c06e119ffce,1987,PhD,Divorced,109760,4,2,2022-09-20,167,2512,868,4790,225,3797,730,12,31,4,78,81,1,0,1,0,0,0,1,LU
c2b0ce7d-00ba-4cf1-aeb7-966bbc3682e9,1982,High School,Single,102116,1,4,2021-11-14,221,4594,2184,3790,1670,2548,2970,80,48,19,49,69,0,0,1,1,1,1,0,AF
08ae9536-0cb0-442a-b06f-8fd12d971e04,1992,PhD,Divorced,85281,1,2,2023-08-23,42,2131,2895,2252,4095,334,4482,82,82,91,46,27,0,0,1,0,1,1,0,VE
146591d8-01f6-4d37-ac47-bee9f876f572,2003,PhD,Divorced,86785,1,2,2022-11-25,245,24,1274,1263,4173,1863,4402,75,91,3,84,67,0,0,0,0,1,0,0,AR
2d3570fa-d893-4492-85ef-3ad3fda711f2,1992,High School,Divorced,74627,3,5,2022-12-19,243,1946,3843,4428,903,2319,4879,62,88,90,74,29,0,1,0,1,1,1,0,AZ
f7fc894c-5c38-4248-ae28-42eba12ff0c3,2001,PhD,Single,81065,3,0,2022-10-25,32,3408,4646,846,57,279,1639,13,85,84,53,33,0,0,0,1,1,0,0,UY
5fa0ad98-9116-4431-9258-a722eeea6bb0,2011,High School,Single,92137,4,2,2023-04-25,117,2683,2606,3191,1146,3786,941,10,41,71,79,25,0,1,0,1,1,1,1,LA
f9fc684a-44fd-4614-9ab9-41c24be58791,2004,PhD,Divorced,187515,0,4,2021-12-30,12,1955,4742,4096,3862,3262,3714,56,16,59,31,20,1,0,0,0,0,1,1,CM
0f44d8a7-fc44-4b38-a347-e99baff62561,2020,PhD,Single,22879,1,1,2022-07-01,120,2214,1356,1177,687,440,1677,23,62,91,37,7,0,1,1,0,1,1,0,TO
52315372-3b2d-4273-af6b-f1377e3f1cf8,2000,High School,Divorced,165314,2,0,2023-07-14,267,3266,1512,4724,4480,2027,4982,64,38,66,20,21,1,1,1,1,0,1,0,CY
9b8cc39b-c9b1-4aab-813e-f4a1a7392a1d,2009,High School,Single,134388,4,1,2023-01-01,11,4518,2184,3257,3409,2205,4482,13,24,29,71,88,0,1,1,0,1,1,1,CO
6c3f57c1-0917-4206-826f-64abf38daa5e,2007,High School,Divorced,83141,4,2,2023-02-08,38,3388,4114,3961,4571,2058,3782,26,31,97,28,73,1,1,0,1,1,0,1,TV
ba8349f1-c5ae-4d21-a7e9-09331478b318,2007,PhD,Divorced,140166,0,5,2022-09-13,152,4451,1598,4079,3080,1565,1620,55,64,86,42,11,0,1,1,0,1,1,0,VN
d274645c-ffeb-4311-8984-bbc133b804e5,1979,Bachelors,Married,118494,0,1,2023-01-15,58,1273,244,4359,4869,2947,3542,34,94,35,70,11,0,0,0,0,1,1,0,SD
6704e8bb-a4d0-40b0-b636-2e2667e3955a,1993,Masters,Divorced,149872,5,4,2023-08-19,226,1440,486,2184,4167,641,3905,78,30,59,28,95,1,0,0,0,1,1,1,MY
05d5e9d6-425b-4ade-9d4d-83e3e482c62e,1991,PhD,Married,148948,5,4,2022-07-18,198,4754,678,2052,3603,2959,4861,5,88,28,96,6,0,1,1,1,1,0,0,VC
471e49b7-a810-4f30-9128-57af418b25da,1989,Bachelors,Divorced,32055,3,2,2021-12-03,240,1587,4978,1996,1150,754,3770,74,79,10,52,70,1,0,0,1,1,1,1,TD
0d792273-c43c-42fc-9ba9-e5e199a4deef,2004,Bachelors,Single,24579,5,1,2022-09-11,204,1828,3534,1110,3412,4858,4278,5,88,40,14,43,0,1,1,0,0,0,0,VA
95902489-af9a-46d3-b670-a9c259727096,1976,Masters,Married,15108,0,5,2022-10-30,93,2101,1802,981,2925,3746,2790,65,10,95,72,84,1,1,1,1,0,1,1,TW
17138084-3900-40a0-a8fd-606b605b009e,1991,High School,Married,131442,1,3,2023-10-06,360,4679,4700,3580,2035,1571,4478,51,32,55,67,28,0,1,0,1,1,1,1,CU
8355b6bc-dfad-41b2-81d7-c990a1e5fb8d,1988,High School,Single,57975,5,1,2022-01-17,138,2445,1936,1146,2883,3052,4767,78,58,56,8,67,1,1,0,1,0,0,1,MM
4411d89d-9279-4ba5-a85a-80f586c81fb9,1981,Masters,Married,158866,5,3,2023-02-05,268,228,393,3468,3267,1296,1363,91,21,45,16,98,0,0,1,1,1,1,0,IL
0b249660-c9a3-4cc2-a068-58d7660e0ee4,2021,Masters,Single,191368,1,0,2023-10-05,80,1368,3022,4685,3642,4681,4752,79,65,4,66,40,0,1,1,1,0,1,0,UZ
04bdbbb0-5e25-439c-b04a-d35b053ac8ad,2003,PhD,Single,21880,3,3,2022-11-09,128,776,2694,2056,3346,587,4372,21,5,39,55,71,0,1,0,1,1,0,1,ES
7c5c50f2-ce5d-4446-a80c-ee7799d41fb9,2007,Bachelors,Divorced,65763,2,4,2023-06-30,303,1344,4166,3713,2679,1537,2168,72,80,8,44,48,0,1,1,1,1,0,0,AD
7c1ac344-ffe8-4199-8c1d-7f2c1ac34225,1998,High School,Married,158859,0,1,2023-02-20,71,3092,1100,3806,3347,4090,4896,44,8,38,87,49,1,0,1,0,0,0,0,LB
4b47fa24-8d86-4d9f-a5a1-5b8c6557d0b9,2023,High School,Divorced,141482,0,4,2022-11-07,363,4242,4226,444,3061,1258,4809,88,72,66,8,20,1,0,0,0,1,1,0,SV
20e10992-cde6-479e-9bcf-fb28690c599c,1980,Masters,Married,133613,1,4,2022-11-02,342,1491,680,4392,2308,2633,3251,11,77,58,77,35,0,1,0,1,0,1,1,ID
ba9cdc04-971f-483e-b8f1-3007aa83a18b,1971,PhD,Single,103851,1,4,2021-12-13,146,2072,1621,950,4480,4856,3083,58,64,38,81,95,0,1,0,0,0,1,1,AM
e9563318-f997-469f-a1a5-0453403415a0,1987,PhD,Married,91393,2,5,2022-12-29,197,2452,3538,2644,4745,300,3125,66,69,95,86,38,1,0,1,0,1,1,0,RW
49ef13b8-760f-4892-a737-d2c559f6d6fb,1990,Masters,Single,163149,0,2,2023-03-28,41,3921,4931,636,3707,1460,745,33,84,58,15,31,0,0,1,1,0,0,1,HR
ff42a579-0624-4403-993c-71356f2e2833,2004,PhD,Divorced,13537,2,3,2023-09-13,271,1609,2036,2148,4239,1728,146,29,100,37,40,50,0,1,0,1,0,1,1,SR
e039ed0d-af5b-4b79-a70b-79d135743c58,1976,High School,Single,65631,0,4,2022-07-14,319,4064,836,4855,766,4660,1846,11,22,79,76,83,1,0,0,0,0,0,1,ET
1bfc1647-3d51-44f3-aa3b-f032a3b7bcd2,2009,Bachelors,Married,78091,3,0,2022-02-24,197,4689,1129,1052,2171,1919,2,60,55,40,23,4,0,0,1,1,1,1,1,DO
6f377953-2b0f-4937-8956-cc4b4744d461,1982,High School,Married,26077,3,5,2023-04-10,350,1578,2898,4370,3861,4582,3457,94,13,73,66,66,0,1,1,0,1,1,0,SN
c7f594eb-c2fe-42c1-8676-0097150f0ba6,2009,Bachelors,Married,178435,2,2,2022-12-18,137,2923,2912,475,1396,3575,1489,95,87,34,4,92,1,0,1,0,1,0,1,PA
d6a87527-89cf-424a-a196-1a64801df698,1978,Bachelors,Married,37672,4,2,2023-06-27,90,3541,2472,1582,4927,4778,2425,68,2,83,39,44,0,0,0,1,0,0,1,MH
7e401794-71d8-4663-ac68-650712c1a715,2004,Bachelors,Married,194557,2,3,2023-01-25,262,1723,4652,2232,1338,3122,2963,22,14,52,63,63,0,0,0,0,0,1,1,NA
4df64492-0055-42f6-acb2-e6bd0c395b2c,2010,PhD,Married,96698,0,1,2023-05-09,208,4486,2969,2534,2640,4382,2287,77,5,56,97,18,0,0,1,1,1,0,1,BS
7890f5dc-874a-46ce-9dbf-77ede17a399d,1982,High School,Single,133071,5,2,2023-09-07,208,2124,3834,38,185,4004,1658,16,37,42,52,76,0,1,1,1,0,1,0,EE
